"Laptop HP 15-bs022nq cu procesor Intel® Core™ i3-6006U 2.00 GHz, Skylake, 15.6"", 4GB, 500GB, DVD-RW, Intel HD Graphics, Free DOS, Black","1499,99"
"Laptop Acer Aspire A315-51 cu procesor Intel® Core™ i3-7020U 2.30 GHz, 15.6'', Full HD, 4GB DDR4, 1TB, GMA HD 620, Linux, Black","1499,99"
"Laptop Acer Aspire 3 A315-21G-962Y cu procesor AMD Dual-Core® A9-Series A9-9420 3.00 GHz, 15.6"", 4GB, 500GB, AMD Radeon™ R5 Graphics, Linux, Black","1499,99"
"Laptop HP 15-bs106nq, Intel Core i3-5005U, 4GB DDR3, HDD 1TB, Intel HD Graphics, Free DOS","1499,99"
"Laptop Lenovo IdeaPad 330-15IKB, Intel Core i3-6006U, 4GB DDR4, HDD 1TB, Intel HD Graphics, Free DOS","1499,99"
"Laptop ASUS X541UA-GO1376 cu procesor Intel® Core™ i3-7100U 2.40 GHz, Kaby Lake, 15.6"", 4GB, 500GB, Intel® HD Graphics 620, Endless OS, Chocolate Black","1499,99"
"Laptop HP 15-da0021nq cu procesor Intel® Celeron® N4000 pana la 2.60 GHz, 15.6"", Full HD, 8GB, 1TB, Intel® UHD Graphics 600, Free DOS, Black","1499,99"
"Laptop Lenovo IdeaPad 330-15ARR cu procesor AMD Ryzen™ 3 2200U pana la 3.40 GHz, 15.6"", 4GB, 1TB, DVD-RW, Radeon™ Vega 3 Graphics, Free DOS, Platinum Grey","1499,99"
"Laptop Dell Inspiron 3567 cu procesor Intel® Core™ i3-6006U 2.00GHz, Skylake™, 15.6"", 4GB, 1TB, DVD-RW, Intel® HD Graphics 520, Ubuntu Linux 16.04, Black","1499,99"
"Laptop Lenovo V130-15IKB cu procesor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 1TB, Intel® HD Graphics 620, Free DOS, Iron Grey","1499,99"
"Laptop Dell Inspiron 3567 cu procesor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 15.6"", 4GB, 1TB, DVD-RW, Intel® HD Graphics 620, Ubuntu, Black","1499,99"
"Laptop Lenovo IdeaPad 320-15IAP cu procesor Intel® Celeron® N3350 pana la 2.40 GHz, 15.6"", 4GB, 500GB, Intel HD Graphics, Microsoft Windows 10, Grey","1499,99"
"Laptop Lenovo V110-15ISK cu procesor Intel® Core™ i3-6006U 2.00 GHz, Skylake, 15.6"", 4GB, 1TB, DVD-RW, Intel HD Graphics 520, Free DOS, Black","1521,00"
"Laptop ASUS VivoBook X541UA-DM1232 cu procesor Intel® Core™ i3-7100U 2.40 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 1TB, Intel HD Graphics 620, Endless OS, Chocolate Black","1533,91"
"Laptop Lenovo V130-15IGM/ SSD 480GB ,  Celeron® N4000 pana la 2.60 GHz, 15.6"", 4GB, SSD 480GB, Fara dvd rw","1538,99"
"Laptop ASUS X541UA-DM1252 cu procesor Intel® Core™ i3-7100U 2.40 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 1TB, DVD-RW, Intel® HD graphics 620, Endless OS, White","1545,81"
"Laptop ASUS X541UA-GO1373 cu procesor Intel® Core™ i3-7100U 2.40 GHz, Kaby Lake, 15.6"", 4GB, 500GB, DVD-RW, Intel® HD Graphics 620, Endless OS, Chocolate Black","1549,00"
"Laptop ASUS X541UA-GO1710 cu procesor Intel® Core™ i3-7100U 2.40 GHz, Kaby Lake, 15.6"", 4GB, 500GB, DVD-RW, Intel® HD Graphics 620, Endless OS, Aqua Blue","1549,00"
"Laptop Acer Aspire A114-31-P98R cu procesor Intel® Pentium N4200 pana la 2.50 GHz, Apollo Lake, 14"", 4GB, 64GB eMMC, Intel HD Graphics, Microsoft Windows 10, Red","1549,99"
"Laptop Dell Inspiron 3567 cu procesor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 1TB, DVD-RW, Intel® HD Graphics 620, Ubuntu Linux 16.04, Black","1549,99"
"Laptop HP 250 G6 cu procesor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 15.6"", 4GB, 500GB, Intel® HD Graphics 620, Free DOS, Dark Ash Silver + geanta","1549,99"
"Laptop 2 in 1 Kiano Elegance 13.3 360 cu procesor Intel® Celeron® N3350 pana la 2.40 GHz, 13.3"", Full HD, IPS, Touch, 4GB, 64GB eMMC, Intel HD Graphics, Microsoft Windows 10, Silver","1549,99"
"Laptop ASUS X540UA-GO591T cu procesor Intel® Pentium® 4405U 2.10 GHz, 15.6"", 4GB, 500GB, DVD-RW, Intel® HD graphics 520, Microsoft Windows 10, Chocolate Black","1549,99"
"Laptop Lenovo IdeaPad 330-15IGM cu procesor Intel® Pentium® Silver N5000 pana la 2.70 GHz, 15.6"", 4GB, 1TB, Intel® UHD Graphics 605, Microsoft Windows 10, Blizzard White","1549,99"
"NoteBook 15.6"" Dell Latitude E5540, Intel® Core™ I5-4200U 1.6GHz - 2.6GHz, DDR3 8GB, 500GB Hard Disk, DVD-RW, Intel® HD Graphics 4400","1570,00"
"Laptop HP 640 G2 Probook Business Intel® Core™ i5 Processors i5-6200u 2.30Ghz -Turbo 2.80Ghz, 8GB, DDR 4, SSD 260GB, DVD-RW","1575,00"
"MyWay U1506i, Pentium 2.1Ghz, 15.6"",  4GB RAM, HDD 500GB, ODD, TPM, 2.1kg","1582,70"
"Laptop ASUS X541UA-DM1360 cu procesor Intel® Core™ i3-7100U 2.40 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 1TB, DVD-RW, Intel® HD graphics 620, Endless OS, Red","1582,70"
"Laptop Asus X541UA-DM1887, Intel Core i3-7100U, 4GB DDR4, HDD 1TB, Intel HD Graphics, Endless OS","1588,65"
"Laptop ultraportabil ASUS E203NA-FD017TS cu procesor Intel® Celeron® N3350 pana la 2.40 GHz, 11.6"", 4GB, 32GB eMMC, Intel® HD Graphics, Windows 10, Office 365 Personal, White","1589,00"
"Ultrabook  KRUGER&MATZ , intel  Dual-Core , 4 GB RAM, IPS Full HD, Windows 10, Negru","1590,00"
"Laptop Lenovo IdeaPad 320-15ISK cu procesor Intel® Core™ i3-6006U 2.00 GHz, Skylake, 15.6"", 4GB, 500GB, Intel HD Graphics, Free DOS, Platinum Grey","1599,99"
