"Laptop DELL Inspiron 3576, Intel Core i3-7020U 2.3GHz, 15.6"" HD, 4GB, 1TB, AMD Radeon 520 2GB, Ubuntu, negru","1799,90"
"Laptop HP ProBook 440 G5, Intel Core i3-7100U 2.4GHz, 14"" HD, 4GB, 500GB, Intel UHD Graphics 620, Free Dos","1799,90"
"Laptop ACER Swift 1 SF113-31-P5T1, Intel Pentium N4200 pana la 2.5GHz, 13"" Full HD, 4GB, SSD 128GB, Intel HD Graphics 505, Linux","1799,90"
"Laptop DELL Inspiron 3573, Intel® Pentium® N5000 pana la 2.7GHz, 15.6"" HD, 4GB, 500GB, Intel® UHD Graphics 605, Windows 10 Home, gri","1799,90"
"Laptop HP 15-db0049nq, AMD Ryzen 3 2200U pana la 3.4GHz, 15.6"" Full HD, 4GB, SSD 256GB, Radeon Vega 3, Free Dos","1799,90"
"Laptop ACER Swift 1 SF114-32-P1W2, Intel® Pentium® Silver N5000 pana la 2.7GHz, 14"" Full HD, 4GB, SSD 128GB, Intel® UHD Graphics 605, Linux, Gold","1849,90"
"Laptop ASUS X541UA-DM1223, Intel® Core™ i3-7100U 2.4GHz, 15.6"" Full HD, 4GB, SSD 256GB, Intel® HD Graphics 620, Endless","1849,90"
"Laptop ACER Swift 1 SF114-32-P9HN, Intel® Pentium® Silver N5000 pana la 2.7GHz, 14"" Full HD, 4GB, SSD 128GB, Intel® UHD Graphics 605, Linux, Silver","1849,90"
"Laptop HP 250 G6, Intel Core i3-7020U 2.3GHz, 15.6"" HD, 4GB, 1TB, Intel HD Graphics 620, Free Dos + Geanta","1849,90"
"Laptop ACER Swift 1 SF114-32-P4DU, Intel® Pentium® Silver N5000 pana la 2.7GHz, 14"" Full HD, 4GB, SSD 128GB, Intel® UHD Graphics 605, Linux, Aqua Green","1849,90"
"Laptop ACER Swift 1 SF114-32-P7CN, Intel® Pentium® Silver N5000 pana la 2.7GHz, 14"" Full HD, 4GB, SSD 128GB, Intel® UHD Graphics 605, Linux, Pink","1849,90"
"Laptop ASUS X541UV-GO1486, Intel Core i3-7100U 2.4GHz, 15.6"" HD, 4GB, 500GB, NVIDIA GeForce 920MX 2GB, Endless, Aqua Blue","1899,90"
"Laptop ASUS A541UV-GO1238, Intel® Core™ i3-7100U 2.4GHz, 15.6"", 4GB, 500GB, NVIDIA® GeForce® 920MX 2GB, Endless","1899,90"
"Laptop HP 15-da0043nq, Intel Core i3-7020U 2.3GHz, 15.6"" Full HD, 4GB, 1TB, NVIDIA GeForce MX110 2GB, Free Dos","1899,90"
"Laptop ASUS X542UA-DM521, Intel® Core™ i5-8250U pana la 3.4GHz, 15.6"" Full HD, 4GB, 1TB, Intel® UHD Graphics 620, Endless","1899,90"
"Laptop Lenovo IdeaPad 330-15IKBR, Intel Core i5-8250U processor pana la 3.4GHz, 15.6"" Full HD, 4GB, 1TB, Intel UHD Graphics 620, Free Dos","1899,90"
"Laptop ASUS X541UA-GO1710, Intel® Core™ i3-7100U 2.4GHz, 15.6"", 4GB, 500GB, Intel® HD Graphics 620, Endless","1899,90"
"Laptop ASUS X541UA-DM1360, Intel Core i3-7100U 2.4GHz, 15.6"" Full HD, 4GB, 1TB, Intel HD Graphics 620, Endless, rosu","1999,90"
